province	price_level	meals_Dinner	features_Seating	features_Reservations	features_Table Service	cuisines_European	meals_Lunch	features_Wheelchair Accessible	cuisines_Dutch	features_Serves Alcohol	features_Outdoor Seating	meals_Brunch	features_Takeout
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	0	1	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
South Holland Province	€€-€€€	0	0	0	0	1	0	1	0	0	0	0	1
South Holland Province	€€-€€€	1	1	0	1	0	0	0	1	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	1
South Holland Province	€	0	1	1	1	0	1	1	1	0	0	1	1
South Holland Province	€€-€€€	1	1	1	0	1	1	1	1	0	0	1	0
South Holland Province	€€-€€€	1	0	0	0	1	1	1	0	0	0	1	0
South Holland Province	€	1	1	0	0	1	1	1	0	0	0	1	1
South Holland Province	€	0	0	0	0	0	1	0	0	0	0	0	0
South Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	0	0	1
South Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	1
South Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
South Holland Province	€€-€€€	0	1	1	1	1	0	0	1	0	0	0	0
South Holland Province	€€-€€€	0	0	1	0	0	1	0	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
South Holland Province	€€-€€€	1	1	0	0	1	0	0	1	0	0	0	0
South Holland Province	€€-€€€	0	1	0	1	1	0	0	0	0	1	1	0
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	1
South Holland Province	€€-€€€	0	1	0	1	1	0	0	1	1	0	1	0
South Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	1	1
South Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	0	0
South Holland Province	€€-€€€	1	1	1	0	1	0	0	1	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	0	1	0	0	1
South Holland Province	€	1	0	0	0	1	0	1	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	1	0
South Holland Province	€	1	0	0	0	0	0	1	0	0	0	1	0
South Holland Province	€€-€€€	1	1	1	0	1	1	0	1	1	1	1	0
South Holland Province	€	1	0	0	0	1	1	1	0	0	0	0	1
South Holland Province	€	0	1	0	0	1	0	0	0	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	0	0	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	1	0
South Holland Province	€€-€€€	1	1	0	1	1	0	0	0	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	0	0	0	0
South Holland Province	€€€€	1	0	0	0	0	0	0	0	0	0	0	1
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
South Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
South Holland Province	€	1	1	0	0	1	1	1	1	0	1	0	0
South Holland Province	€€-€€€	1	1	1	0	0	0	1	0	1	0	0	0
South Holland Province	€€-€€€	0	0	0	0	1	1	1	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	0	0	1	1	0	0
South Holland Province	€€-€€€	1	1	1	0	1	1	1	1	0	0	0	0
South Holland Province	€€-€€€	1	0	0	0	0	0	1	0	0	0	0	0
South Holland Province	€	0	0	0	0	1	1	1	0	0	0	0	1
South Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	1	0
South Holland Province	€	0	1	0	0	0	1	1	0	0	0	1	1
South Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	1	1
South Holland Province	€€-€€€	1	1	1	1	1	0	0	0	0	0	1	0
South Holland Province	€	1	1	0	0	0	1	1	0	0	0	0	1
South Holland Province	€	1	1	0	0	0	1	1	0	0	0	0	1
South Holland Province	€	1	0	0	0	1	1	1	1	0	0	0	1
South Holland Province	€	1	0	0	0	0	1	1	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	1	1	1	0	1
South Holland Province	€	1	1	0	1	1	1	1	1	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	0	0	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	0	1	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	0	0	0
South Holland Province	€	1	1	1	0	0	0	1	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	0	0	0	1	0	0	0	0	1
South Holland Province	€	0	1	1	1	1	1	1	1	1	1	1	1
South Holland Province	€	1	0	0	0	0	1	1	0	0	0	1	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	0	0
South Holland Province	€€€€	1	1	1	1	1	0	1	1	0	0	0	0
South Holland Province	€€-€€€	0	0	1	1	1	1	0	1	0	0	0	0
South Holland Province	€	0	1	0	0	1	1	1	1	0	0	0	0
South Holland Province	€	1	0	0	0	1	1	1	1	0	0	1	0
South Holland Province	€	1	1	0	0	1	1	1	1	1	0	1	1
South Holland Province	€	1	1	1	1	0	1	0	0	0	0	0	1
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	1
South Holland Province	€€-€€€	1	1	0	1	1	1	1	1	1	1	1	1
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
South Holland Province	€€-€€€	1	1	1	0	0	0	1	0	1	1	0	0
South Holland Province	€€-€€€	1	0	1	1	0	0	1	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
South Holland Province	€	0	1	0	0	0	0	1	0	0	0	1	1
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	1
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
South Holland Province	€€-€€€	1	0	0	0	0	1	1	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	0
South Holland Province	€€-€€€	1	0	0	1	1	1	0	1	0	0	1	0
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	1	0
South Holland Province	€€€€	1	1	1	1	0	1	1	0	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
South Holland Province	€	1	0	0	0	1	1	0	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
South Holland Province	€€-€€€	1	1	0	0	1	1	0	1	1	1	0	0
South Holland Province	€€€€	1	1	1	1	0	0	1	0	1	1	0	0
South Holland Province	€€-€€€	0	1	1	1	1	1	0	1	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	1	0
South Holland Province	€€-€€€	1	1	0	1	1	1	1	1	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	0	0
South Holland Province	€€-€€€	1	1	1	0	1	1	1	1	1	1	0	1
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
South Holland Province	€	0	1	0	0	1	1	1	1	0	0	0	1
South Holland Province	€€-€€€	0	1	0	0	1	1	1	1	1	1	0	1
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	0	1	0	0	0	0	0	0
South Holland Province	€	1	1	0	0	1	1	1	1	0	1	0	1
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	1
South Holland Province	€	1	0	0	0	0	0	0	0	0	0	0	1
North Brabant Province	€€-€€€	0	1	0	1	1	0	0	1	0	0	1	0
North Holland Province	€€-€€€	1	1	1	0	1	1	0	1	0	0	1	0
Drenthe Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	0
North Brabant Province	€€-€€€	1	1	1	0	1	1	1	1	1	1	1	0
North Brabant Province	€	1	1	0	0	1	0	0	1	0	0	0	1
South Holland Province	€€-€€€	1	0	1	1	1	0	0	1	0	0	1	0
Zeeland Province	€	1	1	1	1	1	1	1	1	0	0	1	0
Zeeland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	1
Zeeland Province	€€-€€€	0	1	1	0	1	1	1	1	0	1	0	1
Zeeland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
Zeeland Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
Zeeland Province	€€-€€€	1	0	1	0	0	1	0	0	0	0	0	0
Zeeland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	0
Zeeland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
Zeeland Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	0	0
Zeeland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
Zeeland Province	€€-€€€	1	1	1	1	1	0	1	1	1	1	0	1
Zeeland Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	0	0
North Brabant Province	€€€€	1	1	1	1	1	1	1	1	1	1	0	0
Friesland Province	€	1	1	1	1	1	0	0	1	0	0	0	0
Friesland Province	€€-€€€	0	1	1	1	1	0	0	1	1	0	1	0
Friesland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
Groningen Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	1	1	0	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	1	1	0	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	1	0
Friesland Province	€	1	0	1	0	1	0	0	1	0	0	0	0
Gelderland Province	€€€€	1	1	1	1	1	1	0	1	1	1	0	0
Gelderland Province	€€-€€€	1	1	1	1	0	0	0	0	1	1	0	0
Gelderland Province	€€-€€€	1	0	1	0	1	1	0	1	0	0	0	0
Gelderland Province	€€-€€€	1	0	0	0	0	1	1	0	0	0	0	0
Gelderland Province	€€-€€€	0	1	0	1	0	0	1	1	0	1	1	0
Gelderland Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	0	0
Gelderland Province	€€-€€€	1	0	1	1	1	0	1	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
North Brabant Province	€€-€€€	1	0	1	0	0	1	0	0	0	0	0	0
Drenthe Province	€€-€€€	1	1	1	0	0	0	1	0	0	0	0	1
Utrecht Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	0	0
Overijssel Province	€€-€€€	1	0	1	0	1	1	0	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	0	0	0	0
Groningen Province	€€-€€€	0	1	1	1	1	1	0	1	0	0	1	0
Gelderland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	1
Gelderland Province	€€-€€€	1	0	1	0	0	0	0	0	0	0	0	0
Gelderland Province	€€-€€€	1	0	1	1	0	1	0	0	0	0	0	0
Gelderland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
Gelderland Province	€	1	1	0	0	1	1	1	1	1	0	0	0
North Brabant Province	€€-€€€	1	0	1	0	1	0	1	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	1	0
North Brabant Province	€€-€€€	1	1	1	1	1	0	1	0	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
Overijssel Province	€€-€€€	1	1	1	1	1	1	1	1	0	1	0	0
Overijssel Province	€€-€€€	1	1	1	1	1	0	1	1	1	1	0	1
Overijssel Province	€€-€€€	1	1	1	1	1	1	1	1	0	0	1	1
Drenthe Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	1	0
Gelderland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
South Holland Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
South Holland Province	€	1	1	1	1	1	1	1	1	1	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	1	0	0	0	0	0	1
South Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	1	0	0
South Holland Province	€€-€€€	0	1	0	0	1	0	1	0	0	1	0	0
South Holland Province	€€-€€€	1	1	1	1	0	0	1	1	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
South Holland Province	€	1	1	1	1	1	1	0	0	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	0	0
South Holland Province	€€€€	1	1	1	1	1	1	1	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	0	0	1	0	0	1	1	1	1
Drenthe Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	0
Gelderland Province	€€-€€€	1	1	0	1	1	1	1	1	1	1	1	1
Gelderland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	1	0
Gelderland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	1
Gelderland Province	€	1	0	1	0	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	0	0
North Holland Province	€	1	1	0	0	0	0	1	1	0	0	1	1
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
North Brabant Province	€	0	1	1	0	1	1	1	1	0	1	1	1
North Brabant Province	€€€€	1	1	1	1	1	0	0	1	1	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	0	1	0	0	1	1	0	1
North Brabant Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Brabant Province	€	1	0	1	0	1	1	0	1	0	0	1	0
North Brabant Province	€€-€€€	1	1	1	1	1	1	1	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	0	1	1	0	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	0	1	0	1	1	1	1	0	1
North Brabant Province	€€-€€€	1	1	0	0	1	1	1	1	0	0	1	0
South Holland Province	€€-€€€	1	1	0	0	0	1	1	0	0	0	0	0
South Holland Province	€€-€€€	0	1	1	1	1	1	0	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	0	1	1	0	0	0
South Holland Province	€€-€€€	1	0	1	1	1	0	0	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	0	1	1	0	1	0	0	0	0
South Holland Province	€€-€€€	1	0	1	1	0	0	0	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	0	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
South Holland Province	€	1	0	1	1	0	0	1	0	0	0	0	0
South Holland Province	€€-€€€	0	1	1	1	1	0	1	1	0	0	1	0
North Holland Province	€	1	1	0	0	0	1	1	0	0	1	1	1
North Holland Province	€	0	1	0	0	0	0	1	0	0	0	1	0
North Holland Province	€	1	0	1	0	1	1	1	1	0	0	0	1
North Holland Province	€	1	1	0	0	0	1	1	0	0	0	1	1
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	0	1	1	1	0	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€€-€€€	1	0	1	0	0	0	1	0	1	0	0	1
North Holland Province	€	1	0	0	0	1	1	1	1	0	0	0	1
North Holland Province	€€-€€€	0	0	1	1	1	1	1	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	0	0
North Holland Province	€€-€€€	1	1	0	0	1	1	1	1	1	0	1	1
Friesland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	1	0
Friesland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
South Holland Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	0	0	0	0	0
South Holland Province	€	1	0	1	1	0	0	0	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	0	0	1	1	0	1	1	0	1
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	0
South Holland Province	€€-€€€	1	0	1	1	1	1	1	1	0	0	0	0
Drenthe Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
Drenthe Province	€	0	1	1	1	1	0	1	1	0	0	1	0
Drenthe Province	€€-€€€	1	0	1	0	1	1	0	1	0	0	0	0
Drenthe Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
Drenthe Province	€	1	1	1	1	1	1	1	1	0	1	1	1
Drenthe Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
Drenthe Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
Drenthe Province	€€-€€€	1	1	0	0	1	1	1	1	1	1	0	0
Drenthe Province	€€-€€€	1	1	1	0	0	0	1	0	1	0	0	1
Drenthe Province	€€-€€€	1	1	1	1	0	0	1	0	1	0	0	0
Drenthe Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
Drenthe Province	€€-€€€	1	1	1	0	1	0	1	1	0	0	0	0
Limburg Province	€€-€€€	0	1	1	0	0	0	0	0	0	0	1	0
Limburg Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
Limburg Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
Limburg Province	€€-€€€	1	1	1	1	1	0	0	1	1	1	0	0
Limburg Province	€€-€€€	1	1	1	0	0	0	0	0	0	0	0	0
Limburg Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
Limburg Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
Limburg Province	€	1	1	1	1	1	0	0	1	1	0	0	0
Limburg Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	0	0
Limburg Province	€€-€€€	1	1	1	1	1	1	0	1	0	0	1	0
Limburg Province	€€-€€€	1	1	1	1	1	0	0	1	1	1	0	0
Limburg Province	€€-€€€	0	1	0	1	1	0	1	1	0	0	1	0
Limburg Province	€€-€€€	1	0	1	0	0	0	0	0	0	0	0	0
Limburg Province	€€-€€€	1	1	1	0	1	0	1	1	0	0	0	0
Limburg Province	€€-€€€	1	1	1	1	1	0	0	1	1	0	1	0
Limburg Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	1	1
Limburg Province	€€-€€€	0	1	1	1	1	1	0	1	1	1	0	0
Limburg Province	€€€€	1	1	1	1	1	0	1	1	1	1	0	0
Limburg Province	€€-€€€	1	1	1	1	1	0	0	1	1	1	1	0
Limburg Province	€€-€€€	0	0	0	0	0	0	1	1	0	0	1	0
South Holland Province	€	1	1	1	0	0	0	1	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	0	0	0	0
South Holland Province	€€-€€€	0	1	0	1	1	1	1	1	0	0	1	0
South Holland Province	€€-€€€	0	1	1	1	0	0	1	1	0	0	1	0
South Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
South Holland Province	€	1	1	1	1	1	1	1	1	0	0	1	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	1	1	1	0	0
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	0
South Holland Province	€€-€€€	0	0	1	0	1	1	0	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	0	1	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	1
South Holland Province	€€-€€€	1	0	1	1	0	1	1	0	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	1
South Holland Province	€€-€€€	1	1	1	0	1	1	1	1	1	0	1	0
Utrecht Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	0	0
Utrecht Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	1
Utrecht Province	€€-€€€	1	1	1	1	0	1	1	0	0	0	0	1
Utrecht Province	€	1	0	1	0	1	1	0	1	0	0	0	0
Utrecht Province	€	1	1	1	0	1	1	1	1	1	1	1	0
Utrecht Province	€€-€€€	0	0	0	0	1	0	1	0	0	0	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	0	0
North Brabant Province	€€-€€€	1	1	1	0	0	0	1	0	0	0	0	0
North Brabant Province	€€-€€€	1	0	1	1	1	0	0	0	0	0	0	0
North Brabant Province	€€-€€€	1	0	1	1	0	1	0	0	0	0	0	0
North Brabant Province	€€-€€€	1	0	1	1	0	0	1	0	0	0	0	1
North Brabant Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Brabant Province	€€-€€€	1	0	1	1	0	0	0	0	0	0	0	0
Friesland Province	€€-€€€	0	1	0	1	1	1	0	1	0	0	1	0
Gelderland Province	€	1	1	1	0	1	0	0	1	0	0	0	0
Gelderland Province	€€-€€€	1	1	1	1	0	0	1	0	1	0	0	1
Gelderland Province	€	1	0	1	0	0	1	0	0	0	0	0	0
Gelderland Province	€€-€€€	1	1	1	1	1	1	1	1	0	0	0	0
Gelderland Province	€€-€€€	1	0	1	0	1	0	0	0	0	0	0	0
South Holland Province	€	1	0	0	0	1	0	1	1	0	0	0	1
South Holland Province	€	1	1	0	1	0	1	1	0	0	0	0	0
South Holland Province	€€-€€€	1	0	1	0	1	1	0	1	0	0	0	0
South Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
South Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	0	0
South Holland Province	€	0	0	0	0	1	0	1	1	0	0	1	0
South Holland Province	€€-€€€	1	0	1	1	0	1	1	0	1	0	0	1
South Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	1
South Holland Province	€	1	0	0	0	0	0	1	0	0	0	0	0
South Holland Province	€€-€€€	0	0	0	0	1	0	1	1	0	0	1	0
North Brabant Province	€€-€€€	1	1	1	1	0	1	0	0	0	0	0	0
North Brabant Province	€	0	0	1	0	1	1	0	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	0	1	1	1	1	0	1	0
North Brabant Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Brabant Province	€€-€€€	1	1	1	0	1	1	1	1	0	0	1	0
North Brabant Province	€€-€€€	0	1	0	1	1	1	1	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	0	1	1	1	1	1	0	0	0
North Brabant Province	€€-€€€	1	0	1	1	1	0	1	0	0	0	0	0
North Brabant Province	€	0	1	0	0	1	1	1	1	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	1	0	1	0	0	0	0	0
North Brabant Province	€€-€€€	1	0	0	0	1	1	1	1	0	0	1	1
North Brabant Province	€	0	0	0	1	1	0	1	1	0	0	1	0
Utrecht Province	€€-€€€	1	1	1	1	1	1	1	1	0	1	0	0
Utrecht Province	€€-€€€	0	1	1	1	1	1	0	1	0	0	0	0
Utrecht Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	1
Utrecht Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	0
Utrecht Province	€€-€€€	1	0	0	1	1	1	1	1	0	0	0	0
Utrecht Province	€€-€€€	0	1	0	1	1	1	1	1	0	0	1	0
Utrecht Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	1
Utrecht Province	€€-€€€	1	1	1	1	1	0	1	0	0	0	0	0
Utrecht Province	€€-€€€	0	1	1	1	1	1	1	1	0	0	0	0
Utrecht Province	€€-€€€	1	1	1	1	1	0	0	0	1	0	0	1
Utrecht Province	€€-€€€	1	0	1	0	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€	1	1	0	0	1	1	1	1	0	0	1	0
North Holland Province	€€-€€€	0	1	1	1	1	1	1	1	0	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	1	0
Overijssel Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
Overijssel Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	0	0
Overijssel Province	€	1	1	1	1	0	1	1	1	1	0	0	0
Overijssel Province	€€-€€€	1	0	1	1	0	0	0	0	0	0	0	0
Limburg Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	0
Limburg Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
Limburg Province	€	1	0	1	1	1	1	1	1	0	0	1	0
Limburg Province	€€-€€€	1	0	1	1	0	0	0	0	0	0	0	0
Limburg Province	€	1	0	0	0	0	1	1	1	0	0	0	0
Limburg Province	€	1	1	1	1	0	0	0	0	0	0	0	0
North Brabant Province	€€-€€€	1	1	1	1	1	1	0	1	1	0	0	0
North Brabant Province	€	1	1	1	1	0	0	1	0	0	0	0	0
North Brabant Province	€	1	0	1	1	0	0	0	0	0	0	0	0
Overijssel Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	0
Groningen Province	€	1	1	1	1	0	0	1	0	0	0	0	0
Drenthe Province	€€-€€€	1	1	1	0	1	0	0	0	0	0	0	0
Drenthe Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
Limburg Province	€	1	1	1	1	1	1	1	1	0	0	0	0
North Holland Province	€€-€€€	1	0	1	1	0	0	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	1	0
North Holland Province	€€€€	1	1	1	1	1	1	1	1	1	0	0	0
North Holland Province	€	1	0	1	0	0	1	0	0	0	0	0	0
North Holland Province	€	1	1	1	0	1	1	1	1	1	1	1	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
Gelderland Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	1	0
Gelderland Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
